thumbnail,title,url,total_shares,total_facebook_shares,google_plus_shares,twitter_shares,linkedin_shares,published_date,giveaway,infographic,general_article,guest_post,interview,video,pinterest_shares,total_shares_with_pinterest,article_amplifiers,article_amplifier_images,real_twitter_shares,author_name
http://www.smh.com.au/content/dam/images/g/j/i/j/l/i/image.related.articleLeadwide.620x349.gn42jk.png/1456441770961.jpg,Malcolm Turnbull under pressure after George Christensen likens Safe Schools program to paedophile grooming,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbull-under-pressure-after-george-christensen-likens-safe-schools-program-to-pedophile-grooming-20160225-gn42jk.html,6092,5790,8,293,0,25/02/2016,0,0,1,0,0,0,1,6092,"[""adamgartrell"", ""smh""]","[""http://pbs.twimg.com/profile_images/700273282700816384/rCLIDbUY_bigger.jpg"", ""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Adam Gartrell
http://www.smh.com.au/content/dam/images/g/h/w/g/j/u/image.related.articleLeadwide.620x349.gnbaa1.png/1457138784041.jpg,Malcolm Turnbull to become the first sitting PM to attend Sydney Mardi Gras,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbull-to-become-the-first-sitting-pm-to-attend-sydney-mardi-gras-20160305-gnbaa1.html,5872,5665,3,177,27,04/03/2016,0,0,1,0,0,0,0,5872,"[""smh"", ""turnbullmalcolm""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg"", ""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg""]",,Adam Gartrell
http://ichef.bbci.co.uk/news/1024/cpsprodpb/10DC8/production/_88446096_10382743-high_res-bbc-breakfast.jpg,BBC Breakfast's Bill Turnbull on early starts and tricky guests - BBC News,http://www.bbc.co.uk/news/entertainment-arts-35310770,5500,4958,1,533,8,25/02/2016,0,0,1,0,0,0,0,5500,,,,Bbc News
http://edge.alluremedia.com.au/uploads/businessinsider/2014/08/marijuana-denver-410x231.png,The Turnbull government is making medicinal cannabis legal in Australia,http://www.businessinsider.com.au/the-turnbull-government-is-making-medicinal-cannabis-legal-in-australia-2016-2,5336,5297,2,27,10,09/02/2016,0,0,1,0,0,0,0,5336,"[""biaus""]","[""http://pbs.twimg.com/profile_images/659986574579372032/D_UbdVQJ_bigger.jpg""]",,Simon Thomsen
http://theaimn.com/wp-content/uploads/2016/02/JOB--e1456650499709.jpg,Turnbull Escalates War on the Poor,http://theaimn.com/turnbull-escalates-war-poor/,5327,5126,13,187,1,28/02/2016,0,0,1,0,0,0,0,5327,,,,The Aim Network
,Malcolm Turnbull Vows To Never Catch Public Transport Again After Experiencing Gosford Station,http://www.betootaadvocate.com/headlines/malcolm-turnbull-vows-to-never-catch-public-transport-again-after-experiencing-gosford-station/,5180,5179,0,1,0,04/03/2016,0,0,1,0,0,0,0,5180,,,,Email Print
http://ichef.bbci.co.uk/news/1024/cpsprodpb/C841/production/_88456215_88456213.jpg,Bill Turnbull says goodbye to BBC Breakfast - BBC News,http://www.bbc.co.uk/news/uk-35666583,5158,4744,1,410,3,26/02/2016,0,0,1,0,0,0,0,5158,"[""bbcnews""]","[""http://pbs.twimg.com/profile_images/522359694891819009/D7KgM7an_bigger.jpeg""]",,Bbc News
http://cdn.theconversation.com/files/113528/width1356x668/image-20160302-25905-h9dq8r.jpg,Abbott-Turnbull conflict goes nuclear,http://theconversation.com/abbott-turnbull-conflict-goes-nuclear-55659,5144,4833,6,293,10,02/03/2016,0,0,1,0,0,0,2,5144,"[""michellegrattan""]","[""http://pbs.twimg.com/profile_images/371368707/9b8bcdcf241100885436-117802244_0_bigger.jpeg""]",,Michelle Grattan
http://www.smh.com.au/content/dam/images/g/j/u/l/k/0/image.related.articleLeadwide.620x349.gn16rg.png/1456223407195.jpg,Malcolm Turnbull orders review of Safe School LGBTI program after right-wing pressure,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbull-orders-review-of-safe-school-lgbti-program-after-right-wing-pressure-20160223-gn16rg.html,5137,4919,7,207,4,22/02/2016,0,0,1,0,0,0,0,5137,"[""politicsfairfax""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png""]",,
http://www.smh.com.au/content/dam/images/g/m/s/b/r/5/image.related.articleLeadwide.620x349.gms3ea.png/1455253992187.jpg,"CSIRO climate cuts 'devastating', almost 3000 scientists tell Malcolm Turnbull",http://www.smh.com.au/environment/climate-change/csiro-climate-cuts-devastating-almost-3000-scientists-tell-malcolm-turnbull-20160211-gms3ea.html,4944,4246,5,645,46,11/02/2016,0,0,1,0,0,0,2,4944,"[""p_hannam""]","[""http://pbs.twimg.com/profile_images/696628110280646656/PUCCwpwu_bigger.jpg""]",,Peter Hannam
http://www.afr.com/content/dam/images/g/n/5/r/l/m/image.related.afrArticleLead.620x365.gnbv24.png/1457250918137.jpg,Turnbull government move to seize control of NDIS,http://www.afr.com/news/policy/turnbull-government-move-to-seize-control-of-ndis-20160306-gnbv24,4839,4318,3,470,46,06/03/2016,0,0,1,0,0,0,2,4839,"[""financialreview""]","[""http://pbs.twimg.com/profile_images/1859209249/Twitter_icon_bigger.jpg""]",,Laura Tingle
http://www.smh.com.au/content/dam/images/g/n/8/j/d/t/image.related.thumbnail.320x214.gnbma9.png/1457264526937.jpg,Prime Minister Malcolm Turnbull refuses to endorse same-sex marriage pledge,http://www.smh.com.au/federal-politics/political-news/same-sex-marriage-plebiscite-promised-this-year-if-coalition-wins-election-20160305-gnbma9.html,4811,4241,38,532,0,05/03/2016,0,0,1,0,0,0,0,4811,"[""grhutchens""]","[""http://pbs.twimg.com/profile_images/630232111572606976/RYAG4UPH_bigger.jpg""]",,Gareth Hutchens
http://www.smh.com.au/content/dam/images/g/m/q/g/c/o/image.related.articleLeadwide.620x349.gmsbtc.png/1455243929577.jpg,Malcolm Turnbull sacks Stuart Robert over China trip,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbull-sacks-stuart-robert-over-china-trip-20160212-gmsbtc.html,4778,4645,3,130,0,11/02/2016,0,0,1,0,0,0,0,4778,"[""mikecarlton01""]","[""http://pbs.twimg.com/profile_images/507319590402027520/0EeHAAhm_bigger.jpeg""]",,Adam Gartrell
http://www.theage.com.au/content/dam/images/g/n/d/3/f/y/image.related.articleLeadwide.620x349.gnd3kn.png/1457447308961.jpg,Childcare workers chain themselves to Malcolm Turnbull's office doors,http://www.theage.com.au/victoria/childcare-workers-chain-themselves-to-malcolm-turnbulls-office-doors-20160307-gnd3kn.html,4544,4371,1,162,10,07/03/2016,0,0,1,0,0,0,0,4544,,,,Nick Toscano
https://i.guim.co.uk/img/media/f48dd61d9be81eedb9b9a7704c3d3a7775651f3b/0_0_4114_2470/master/4114.jpg?w=1200&q=85&auto=format&sharp=10&s=25173d53d28f84cf3ea27cf0dda89d65,Turnbull's claim that Labor will 'smash' house prices shows evidence-free politics is back,http://www.theguardian.com/australia-news/2016/feb/23/malcolm-turnbull-throws-down-but-labors-housing-smash-is-overrated,4225,3678,13,493,38,23/02/2016,0,0,1,0,0,0,3,4225,"[""josephjett"", ""lenoretaylor""]","[""http://pbs.twimg.com/profile_images/368849734/Joseph_Jett_bigger.jpg"", ""http://pbs.twimg.com/profile_images/448683652709220353/poNPgDb7_bigger.png""]",,Lenore Taylor
http://www.smh.com.au/content/dam/images/g/n/1/e/j/o/image.related.articleLeadwide.620x349.gn0u2g.png/1456203370943.jpg,Malcolm Turnbull is losing his chance to be a great Prime Minister,http://www.smh.com.au/comment/malcolm-turnbull-is-losing-his-chance-to-be-a-great-prime-minister-20160222-gn0u2g.html,4101,3769,40,234,58,22/02/2016,0,0,1,0,0,0,0,4101,"[""smh"", ""1rossgittins""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg"", ""http://pbs.twimg.com/profile_images/1280916944/gittins3_bigger.jpg""]",,Ross Gittins
http://www.smh.com.au/content/dam/images/g/m/k/h/v/v/image.related.articleLeadwide.620x349.gn20mb.png/1456281820929.jpg,Kelly O'Dwyer forced to clarify comments after contradicting Malcolm Turnbull on live TV,http://www.smh.com.au/federal-politics/political-news/kelly-odwyer-forced-to-clarify-comments-after-contradicting-malcolm-turnbull-on-live-tv-20160223-gn20mb.html,3987,3630,1,352,1,23/02/2016,0,0,1,0,0,0,3,3987,"[""billshortenmp""]","[""http://pbs.twimg.com/profile_images/636294281582374912/MWGFEKjI_bigger.jpg""]",,Fergus Hunter
http://www.abc.net.au/news/image/6084392-1x1-700x700.jpg,Prime Minister Malcolm Turnbull confirms investigation into leak of classified defence documents: As it happened,http://www.abc.net.au/news/2016-03-02/abc-federal-politics-live-blog-march-2/7212932,3982,3792,1,188,0,01/03/2016,0,0,1,0,0,0,1,3982,"[""stephanieando""]","[""http://pbs.twimg.com/profile_images/621480186328956928/xam9hZnK_bigger.jpg""]",,
http://www.sbs.com.au/nitv/sites/sbs.com.au.nitv/files/styles/full/public/pm-grant.jpg?itok=Ykgelzcr,Stan Grant: Turnbull's tears and empathy must now be turned into action,http://www.sbs.com.au/nitv/article/2016/02/28/stan-grant-turnbulls-tears-and-empathy-must-now-be-turned-action,3934,3729,0,129,75,28/02/2016,0,0,1,0,0,0,1,3934,"[""nitv"", ""turnbullmalcolm""]","[""http://pbs.twimg.com/profile_images/649827988196884480/VGixvvls_bigger.jpg"", ""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg""]",,Stan Grant
http://www.smh.com.au/content/dam/images/g/m/t/s/h/t/image.related.articleLeadwide.620x349.gmtnd1.png/1455438474992.jpg,Fairfax-Ipsos poll: voters cool on Malcolm Turnbull as Coalition support drops below 2013 election levels,http://www.smh.com.au/federal-politics/political-news/fairfaxipsos-poll-voters-cool-on-malcolm-turnbull-as-coalition-support-drops-below-2013-election-levels-20160214-gmtnd1.html,3471,2883,6,567,15,14/02/2016,0,0,1,0,0,0,0,3471,,,,Mark Kenny
http://www.abc.net.au/news/image/6775528-1x1-700x700.jpg,Turnbull or Abbott? I can hardly spot the difference these days,http://www.abc.net.au/news/2016-02-29/maccallum-turnbull-morphs-into-abbott/7207866,3398,3147,32,219,0,28/02/2016,0,0,1,0,0,0,0,3398,"[""abcthedrum""]","[""http://pbs.twimg.com/profile_images/463498447979417600/g6hbkKh0_bigger.jpeg""]",,Mungo Maccallum
https://davidfrangiosa.files.wordpress.com/2016/03/mardi-gras-parade.jpg,“Turnbull and mardi gra both a disgrace”,https://davidfrangiosa.wordpress.com/2016/03/05/turnbull-and-mardi-gra-both-a-disgrace/,3351,3332,1,18,0,05/03/2016,0,0,1,0,0,0,0,3351,"[""wordpressdotcom""]","[""http://pbs.twimg.com/profile_images/2306687229/gj7dkvjwxsm4pwxizb0g_bigger.png""]",,
http://www.smh.com.au/content/dam/images/g/m/w/j/x/v/image.related.articleLeadwide.620x349.gmy3un.png/1455845805983.jpg,Turnbull government expects to lose 10 seats as snap early election talk increases,http://www.smh.com.au/federal-politics/political-news/turnbull-government-expects-to-lose-10-seats-as-snap-early-election-talk-increases-20160218-gmy3un.html,3294,2823,55,415,1,18/02/2016,0,0,1,0,0,0,0,3294,"[""politicsfairfax""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png""]",,
http://www.smh.com.au/content/dam/images/g/m/y/y/k/p/image.related.articleLeadwide.620x349.gmyysq.png/1455897230177.jpg,Malcolm Turnbull's new push to resettle refugees on Nauru and Manus Island in third countries,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbulls-new-push-to-resettle-refugees-on-nauru-and-manus-island-in-third-countries-20160219-gmyysq.html,3287,2972,9,306,0,19/02/2016,0,0,1,0,0,0,0,3287,"[""bencubby""]","[""http://pbs.twimg.com/profile_images/550947862616354816/hFzg5Uc0_bigger.jpeg""]",,Peter Hartcher
https://i.guim.co.uk/img/media/b14bb48306d373e781c9203a3ea3825f5363dfc3/0_0_4928_2959/master/4928.jpg?w=1200&q=85&auto=format&sharp=10&s=d73e6b364b4edbaa44bd03b14a09cbc9,Religious leaders urge Malcolm Turnbull to drop plebiscite on marriage equality,http://www.theguardian.com/australia-news/2016/feb/17/religious-leaders-urge-malcolm-turnbull-to-drop-plebiscite-on-marriage-equality,3122,3052,1,67,2,16/02/2016,0,0,1,0,0,0,0,3122,"[""guardiannews""]","[""http://pbs.twimg.com/profile_images/566207268039823360/lqAeuznl_bigger.png""]",,Shalailah Medhora
https://i.guim.co.uk/img/media/a17ea3ee7b34358f1ffbc0b365732f9fd757b75c/144_54_2861_1717/2861.jpg?w=1200&q=55&auto=format&usm=12&fit=max&s=fdb16a261583b2b14ebce900ed8618b9,Tony Abbott reborn as Rudd 2.0 as Turnbull's worst nightmare comes to pass,http://www.theguardian.com/australia-news/2016/mar/02/malcolm-turnbull-faces-enemy-within-as-ministers-compare-abbotts-white-anting-with-rudds,3097,2580,1,500,9,02/03/2016,0,0,1,0,0,0,7,3097,"[""lenoretaylor""]","[""http://pbs.twimg.com/profile_images/448683652709220353/poNPgDb7_bigger.png""]",,Lenore Taylor
http://www.theshovel.com.au/wp-content/uploads/2016/03/Kevin-Rudd-tony-abbott-150x150.jpg,Abbott’s Undermining Of Turnbull Is ‘Amateur Hour’ Kevin Rudd Claims,http://www.theshovel.com.au/2016/03/03/abbotts-undermining-of-turnbull-is-amateur-hour-kevin-rudd-claims/,3095,2971,1,123,0,02/03/2016,0,0,1,0,0,0,0,3095,"[""the_shovel_""]","[""http://pbs.twimg.com/profile_images/508746217627455488/WloTAkIV_bigger.png""]",,The Shovel
http://www.smh.com.au/content/dam/images/g/n/7/f/e/8/image.related.articleLeadwide.620x349.gn7c65.png/1456811169765.jpg,The responsible thing': Malcolm Turnbull defends Safe Schools review,http://www.smh.com.au/federal-politics/political-news/the-responsible-thing-malcolm-turnbull-defends-safe-schools-review-20160301-gn7c65.html,2895,2865,0,30,0,29/02/2016,0,0,1,0,0,0,0,2895,"[""smh"", ""theage"", ""safeschoolsaust"", ""canberracamper""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg"", ""http://pbs.twimg.com/profile_images/597976698483658753/fiLSuxTi_bigger.jpg"", ""http://pbs.twimg.com/profile_images/512827828497182720/sXErNjc2_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/1595603613/dinkus_bigger.jpg""]",,Judith Ireland
http://www.theage.com.au/content/dam/images/g/n/c/k/h/7/image.related.articleLeadwide.620x349.gnclas.png/1457328752550.jpg,Turnbull Islamic council visit marks shift for Muslims under pressure,http://www.theage.com.au/victoria/turnbull-islamic-council-visit-marks-shift-for-muslims-under-pressure-20160307-gnclas.html,2848,2826,0,22,0,07/03/2016,0,0,1,0,0,0,0,2848,"[""turnbullmalcolm"", ""theage""]","[""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/597976698483658753/fiLSuxTi_bigger.jpg""]",,Miki Perkins
http://cdn.newsapi.com.au/image/v1/03b887c9332e80996bcc7cc2d039da88,Malcolm Turnbull and John Key agree on New Zealand citizenship deal,http://www.news.com.au/national/politics/malcolm-turnbull-agrees-on-new-zealand-citizenship-deal/news-story/581a70cd0e0c80dd47ad353461706d92,2842,2799,4,10,29,18/02/2016,0,0,1,0,0,0,0,2842,,,,Aap
http://www.smh.com.au/content/dam/images/g/m/v/3/c/n/image.related.articleLeadwide.620x349.gmzyav.png/1456103296511.jpg,Turnbull government poll plunge: voters drift away in disappointment,http://www.smh.com.au/federal-politics/political-opinion/turnbull-government-poll-plunge-voters-drift-away-in-disappointment-20160221-gmzyav.html,2768,2643,3,114,8,21/02/2016,0,0,1,0,0,0,0,2768,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Mark Kenny
https://i.guim.co.uk/img/media/814f4c60597a7b08dd17f55e6e0ebfa5b5dfa901/0_0_1200_720/1200.jpg?w=1200&q=55&auto=format&usm=12&fit=max&s=c70bd7d744ca2c5c3657fc904eef4b08,Malcolm Turnbull breaks down in tearful interview with Stan Grant,http://www.theguardian.com/australia-news/2016/feb/29/malcolm-turnbull-breaks-down-in-tearful-interview-with-stan-grant,2738,2699,0,38,0,29/02/2016,0,0,1,0,1,0,1,2738,"[""guardiannews""]","[""http://pbs.twimg.com/profile_images/566207268039823360/lqAeuznl_bigger.png""]",,Shalailah Medhora
http://i4.manchestereveningnews.co.uk/incoming/article10936668.ece/ALTERNATES/s1200/JS83308632.jpg,Bill Turnbull bids goodbye to Macclesfield,http://www.macclesfield-express.co.uk/news/local-news/bill-turnbull-bids-goodbye-macclesfield-10936524,2690,2671,0,19,0,23/02/2016,0,0,1,0,0,0,0,2690,,,,Rhiannon Mcdowall
http://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/DDCE/production/_88328765_billturnbull.jpg,FA Cup predictions: Lawro v BBC Breakfast host Bill Turnbull,http://www.bbc.co.uk/sport/football/35599789,2668,2339,1,327,1,18/02/2016,0,0,1,0,0,0,0,2668,"[""bbc""]","[""http://pbs.twimg.com/profile_images/662708106/bbc_bigger.png""]",,
http://www.abc.net.au/news/image/6851114-1x1-700x700.jpg,Bill Shorten calls on Malcolm Turnbull to rein in MPs after Tony Abbott speech on South China Sea,http://www.abc.net.au/news/2016-02-27/shorten-tells-turnbull-to-control-backbench-after-abbott-speech/7205400,2664,2316,0,347,0,27/02/2016,0,0,1,0,0,0,1,2664,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,
http://edge.alluremedia.com.au/uploads/businessinsider/2016/02/perth-beach-heat-410x231.jpg,The world's top scientists beg Malcolm Turnbull to allow CSIRO to continue its climate research,http://www.businessinsider.com.au/the-worlds-top-scientists-beg-malcolm-turnbull-to-allow-csiro-to-continue-its-climate-research-2016-2,2659,2632,5,21,1,11/02/2016,0,0,1,0,0,0,0,2659,"[""biaus""]","[""http://pbs.twimg.com/profile_images/659986574579372032/D_UbdVQJ_bigger.jpg""]",,Chris Pash
http://www.abc.net.au/news/image/7158866-1x1-700x700.jpg,Stuart Robert resigns from Turnbull ministry following probe into China trip,http://www.abc.net.au/news/2016-02-12/stuart-robert-to-resign-fom-ministry-abc-understands/7163226,2607,2344,15,226,21,11/02/2016,0,0,1,0,0,0,1,2607,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,
http://www.abc.net.au/news/image/5158874-1x1-700x700.jpg,Malcolm Turnbull facing backbench dissent over negative gearing,http://www.abc.net.au/news/2016-02-26/backbench-unease-over-negative-gearing-changes/7201638,2550,2329,0,220,1,25/02/2016,0,0,1,0,0,0,0,2550,"[""abcnews"", ""turnbullmalcolm""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg""]",,
http://www.canberratimes.com.au/content/dam/images/g/n/b/0/0/w/image.related.thumbnail.320x214.gndjcr.png/1457478826155.jpg,Malcolm Turnbull's public servants lose domestic violence leave,http://www.canberratimes.com.au/national/public-service/malcolm-turnbulls-public-servants-lose-domestic-violence-leave-20160308-gndjcr.html,2546,1993,1,549,3,08/03/2016,0,0,1,0,0,0,0,2546,"[""canberratimes""]","[""http://pbs.twimg.com/profile_images/2635438206/88e94c5eb7530cf10d2d8db7e7870cc0_bigger.png""]",,Noel Towell
http://www.smh.com.au/content/dam/images/g/n/9/i/8/2/image.related.articleLeadwide.620x349.gnbfjk.png/1457198563559.jpg,Malcolm Turnbull attacks Senate 'disgrace' as crossbenchers plot revenge,http://www.smh.com.au/federal-politics/political-news/malcolm-turnbull-attacks-senate-disgrace-as-crossbenchers-plot-revenge-20160305-gnbfjk.html,2366,2163,0,198,5,05/03/2016,0,0,1,0,0,0,0,2366,"[""albomp"", ""_helendale""]","[""http://pbs.twimg.com/profile_images/378800000381957482/b91e25650c6ac5dd4d5f4365958d13c5_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/378800000473915841/f4c15c48d4c460146333c79c3a152c40_bigger.jpeg""]",,Adam Gartrell
http://theaimn.com/wp-content/uploads/2016/02/melc.jpg,Is the pressure starting to tell on Malcolm Turnbull?,http://theaimn.com/is-the-pressure-starting-to-tell-on-malcolm-turnbull/,2322,2190,36,96,0,19/02/2016,0,0,1,0,0,0,0,2322,"[""ausindimedia""]","[""http://pbs.twimg.com/profile_images/603474457944989697/JoEhMkCE_bigger.jpg""]",,John Kelly
http://www.sbs.com.au/news/sites/sbs.com.au.news/files/43563de8-998f-4b74-bb5d-e96c4bd0220e.jpeg,Malcolm Turnbull to become first sitting PM to attend Mardi Gras,http://www.sbs.com.au/news/article/2016/03/05/malcolm-turnbull-become-first-sitting-pm-attend-mardi-gras,2274,2207,1,66,0,04/03/2016,0,0,1,0,0,0,0,2274,"[""sbsnews"", ""sbs""]","[""http://pbs.twimg.com/profile_images/693965193869590529/yynghoyu_bigger.png"", ""http://pbs.twimg.com/profile_images/705164602644918272/qt4fT86B_bigger.jpg""]",,
http://www.smh.com.au/content/dam/images/g/m/o/e/k/v/image.related.articleLeadwide.620x349.gmsan5.png/1455287340841.jpg,Tensions emerge between Malcolm Turnbull and Scott Morrison as PM dumps Stuart Robert,http://www.smh.com.au/federal-politics/political-news/tensions-emerge-between-malcolm-turnbull-and-scott-morrison-as-pm-prepares-to-sack-stuart-robert-20160212-gmsan5.html,2269,1722,8,530,9,11/02/2016,0,0,1,0,0,0,0,2269,,,,Mark Kenny
